0	0	4.5
0	0.01	4.5
0	0.02	4.5
0	0.03	4.5
0	0.04	4.5
0	0.05	4.5
0	0.06	4.5
0	0.07	4.5
0	0.08	4.5
0	0.09	4.5
0	0.1	4.5
0	0.11	4.5
0	0.12	4.5
0	0.13	4.5
0	0.14	4.50001
0	0.15	4.50001
0	0.16	4.50002
0	0.17	4.50004
0	0.18	4.50007
0	0.19	4.50014
0	0.2	4.50025
0	0.21	4.50045
0	0.22	4.50078
0	0.23	4.50134
0	0.24	4.50225
0	0.25	4.50371
0	0.26	4.50599
0	0.27	4.50949
0	0.28	4.51474
0	0.29	4.52244
0	0.3	4.53347
0	0.31	4.54895
0	0.32	4.57016
0	0.33	4.59857
0	0.34	4.63574
0	0.35	4.68323
0	0.36	4.74243
0	0.37	4.81442
0	0.38	4.8997
0	0.39	4.99806
0	0.4	5.10833
0	0.41	5.22831
0	0.42	5.35467
0	0.43	5.48311
0	0.44	5.60845
0	0.45	5.72503
0	0.46	5.82706
0	0.47	5.90912
0	0.48	5.96663
0	0.49	5.99625
0	0.5	5.99625
0	0.51	5.96663
0	0.52	5.90912
0	0.53	5.82706
0	0.54	5.72503
0	0.55	5.60845
0	0.56	5.48311
0	0.57	5.35467
0	0.58	5.22831
0	0.59	5.10833
0	0.6	4.99806
0	0.61	4.8997
0	0.62	4.81442
0	0.63	4.74243
0	0.64	4.68323
0	0.65	4.63574
0	0.66	4.59857
0	0.67	4.57016
0	0.68	4.54895
0	0.69	4.53347
0	0.7	4.52244
0	0.71	4.51474
0	0.72	4.50949
0	0.73	4.50599
0	0.74	4.50371
0	0.75	4.50225
0	0.76	4.50134
0	0.77	4.50078
0	0.78	4.50045
0	0.79	4.50025
0	0.8	4.50014
0	0.81	4.50007
0	0.82	4.50004
0	0.83	4.50002
0	0.84	4.50001
0	0.85	4.50001
0	0.86	4.5
0	0.87	4.5
0	0.88	4.5
0	0.89	4.5
0	0.9	4.5
0	0.91	4.5
0	0.92	4.5
0	0.93	4.5
0	0.94	4.5
0	0.95	4.5
0	0.96	4.5
0	0.97	4.5
0	0.98	4.5
0	0.99	4.5


0.01	0	4.49995
0.01	0.01	4.49995
0.01	0.02	4.49995
0.01	0.03	4.49986
0.01	0.04	4.49981
0.01	0.05	4.49968
0.01	0.06	4.49955
0.01	0.07	4.49931
0.01	0.08	4.49899
0.01	0.09	4.49853
0.01	0.1	4.49789
0.01	0.11	4.49699
0.01	0.12	4.49576
0.01	0.13	4.49409
0.01	0.14	4.49185
0.01	0.15	4.48889
0.01	0.16	4.48503
0.01	0.17	4.48006
0.01	0.18	4.47375
0.01	0.19	4.46588
0.01	0.2	4.4562
0.01	0.21	4.44451
0.01	0.22	4.43063
0.01	0.23	4.41445
0.01	0.24	4.39597
0.01	0.25	4.37529
0.01	0.26	4.35264
0.01	0.27	4.3284
0.01	0.28	4.3031
0.01	0.29	4.27739
0.01	0.3	4.25204
0.01	0.31	4.22791
0.01	0.32	4.20588
0.01	0.33	4.1869
0.01	0.34	4.17192
0.01	0.35	4.16194
0.01	0.36	4.15778
0.01	0.37	4.16038
0.01	0.38	4.17005
0.01	0.39	4.18989
0.01	0.4	4.21448
0.01	0.41	4.25645
0.01	0.42	4.30634
0.01	0.43	4.35839
0.01	0.44	4.43865
0.01	0.45	4.52825
0.01	0.46	4.61231
0.01	0.47	4.73627
0.01	0.48	4.8807
0.01	0.49	4.99373
0.01	0.5	5.13421
0.01	0.51	5.35494
0.01	0.52	5.5008
0.01	0.53	5.64978
0.01	0.54	5.87247
0.01	0.55	6.04682
0.01	0.56	6.206
0.01	0.57	6.3463
0.01	0.58	6.46049
0.01	0.59	6.54205
0.01	0.6	6.57922
0.01	0.61	6.55842
0.01	0.62	6.44356
0.01	0.63	6.24684
0.01	0.64	6.01295
0.01	0.65	5.75621
0.01	0.66	5.51092
0.01	0.67	5.30918
0.01	0.68	5.14667
0.01	0.69	5.01659
0.01	0.7	4.91274
0.01	0.71	4.82969
0.01	0.72	4.76304
0.01	0.73	4.70937
0.01	0.74	4.66609
0.01	0.75	4.63116
0.01	0.76	4.60302
0.01	0.77	4.58042
0.01	0.78	4.56234
0.01	0.79	4.54796
0.01	0.8	4.5366
0.01	0.81	4.52769
0.01	0.82	4.52077
0.01	0.83	4.51544
0.01	0.84	4.51136
0.01	0.85	4.50829
0.01	0.86	4.50598
0.01	0.87	4.50428
0.01	0.88	4.50303
0.01	0.89	4.50212
0.01	0.9	4.50147
0.01	0.91	4.50101
0.01	0.92	4.50069
0.01	0.93	4.50045
0.01	0.94	4.50032
0.01	0.95	4.50019
0.01	0.96	4.50014
0.01	0.97	4.50005
0.01	0.98	4.50005
0.01	0.99	4.50005


0.02	0	4.49977
0.02	0.01	4.49977
0.02	0.02	4.49977
0.02	0.03	4.49953
0.02	0.04	4.49937
0.02	0.05	4.49896
0.02	0.06	4.49858
0.02	0.07	4.49776
0.02	0.08	4.49702
0.02	0.09	4.49546
0.02	0.1	4.49392
0.02	0.11	4.4913
0.02	0.12	4.48821
0.02	0.13	4.48385
0.02	0.14	4.47835
0.02	0.15	4.47119
0.02	0.16	4.46219
0.02	0.17	4.45096
0.02	0.18	4.4372
0.02	0.19	4.42061
0.02	0.2	4.40093
0.02	0.21	4.37799
0.02	0.22	4.35171
0.02	0.23	4.32212
0.02	0.24	4.28937
0.02	0.25	4.25373
0.02	0.26	4.21561
0.02	0.27	4.17551
0.02	0.28	4.13402
0.02	0.29	4.0918
0.02	0.3	4.04953
0.02	0.31	4.00792
0.02	0.32	3.96768
